date,sun_mj_m2_day,t2m_c,rh2m_pct,rain_mm,needs_irrigation,ndvi_status
2025-07-27,28.555,32.8825,49.53,0.0,True,no_ndvi
2025-08-03,27.445714285714285,30.25142857142857,53.39714285714286,0.11,True,no_ndvi
2025-08-10,27.361428571428572,30.77857142857143,51.82285714285714,0.04,True,no_ndvi
2025-08-17,26.457142857142856,32.23285714285714,50.50714285714286,1.28,True,no_ndvi
2025-08-24,26.157142857142855,31.297142857142855,49.21714285714285,0.0,True,no_ndvi
2025-08-31,25.68,30.03,51.42,0.0,True,no_ndvi
