week_start,rain_mm,t2m_c,sun_mj_m2_day,rh2m_pct
2025-07-21,0.0,32.8825,28.555,49.53
2025-07-28,0.11,30.25142857142857,27.445714285714285,53.39714285714286
2025-08-04,0.04,30.77857142857143,27.361428571428572,51.82285714285714
2025-08-11,1.28,32.23285714285714,26.457142857142856,50.50714285714286
2025-08-18,0.0,31.297142857142855,26.157142857142855,49.21714285714285
2025-08-25,0.0,30.03,25.68,51.42
